Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,OPPO,SUM,VIVO,AAPL,AMZN,OPPO,SUM,VIVO,AAPL,AMZN,OPPO,SUM,VIVO,AAPL,AMZN,OPPO,SUM,VIVO,AAPL,AMZN,OPPO,SUM,VIVO,AAPL,AMZN,OPPO,SUM,VIVO
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,6.447411060333252,6.695000171661377,,,,7.643214225769043,6.695000171661377,,,,7.660714149475098,6.83050012588501,,,,7.585000038146973,6.6570000648498535,,,,7.622499942779541,6.8125,,,,493729600,151998000,,,
2010-01-05,6.458559036254883,6.734499931335449,,,,7.656428813934326,6.734499931335449,,,,7.699643135070801,6.77400016784668,,,,7.6160712242126465,6.5904998779296875,,,,7.664286136627197,6.671500205993652,,,,601904800,177038000,,,
2010-01-06,6.355827331542969,6.612500190734863,,,,7.534643173217773,6.612500190734863,,,,7.68678617477417,6.736499786376953,,,,7.526785850524902,6.582499980926514,,,,7.656428813934326,6.730000019073486,,,,552160000,143576000,,,
2010-01-07,6.344078063964844,6.5,,,,7.520713806152344,6.5,,,,7.5714287757873535,6.616000175476074,,,,7.466071128845215,6.440000057220459,,,,7.5625,6.600500106811523,,,,477131200,220604000,,,
2010-01-08,6.386255264282227,6.676000118255615,,,,7.570713996887207,6.676000118255615,,,,7.5714287757873535,6.684000015258789,,,,7.466429233551025,6.451499938964844,,,,7.510714054107666,6.5279998779296875,,,,447610800,196610000,,,
2010-01-11,6.3299174308776855,6.515500068664551,,,,7.503929138183594,6.515500068664551,,,,7.607142925262451,6.639999866485596,,,,7.444643020629883,6.4604997634887695,,,,7.599999904632568,6.63100004196167,,,,462229600,175588000,,,
2010-01-12,6.257916450500488,6.367499828338623,,,,7.4185709953308105,6.367499828338623,,,,7.491786003112793,6.491000175476074,,,,7.372142791748047,6.327499866485596,,,,7.471070766448975,6.44950008392334,,,,594459600,181926000,,,
2010-01-13,6.346185684204102,6.45550012588501,,,,7.523213863372803,6.45550012588501,,,,7.533214092254639,6.485499858856201,,,,7.289286136627197,6.287499904632568,,,,7.423929214477539,6.394999980926514,,,,605892000,214464000,,,
2010-01-14,6.3094329833984375,6.367499828338623,,,,7.479642868041992,6.367499828338623,,,,7.5164289474487305,6.519000053405762,,,,7.465000152587891,6.320000171661377,,,,7.503929138183594,6.456999778747559,,,,432894000,195498000,,,
2010-01-15,6.203988552093506,6.35699987411499,,,,7.354642868041992,6.35699987411499,,,,7.557143211364746,6.482500076293945,,,,7.352499961853027,6.353000164031982,,,,7.533214092254639,6.459000110626221,,,,594067600,307530000,,,
2010-01-19,6.478442668914795,6.380499839782715,,,,7.679999828338623,6.380499839782715,,,,7.685357093811035,6.400000095367432,,,,7.401429176330566,6.2164998054504395,,,,7.440357208251953,6.315499782562256,,,,730007600,177852000,,,
2010-01-20,6.378725051879883,6.289000034332275,,,,7.56178617477417,6.289000034332275,,,,7.698214054107666,6.460000038146973,,,,7.482142925262451,6.254000186920166,,,,7.675356864929199,6.356500148773193,,,,612152800,181494000,,,
2010-01-21,6.268460273742676,6.330999851226807,,,,7.431070804595947,6.330999851226807,,,,7.618214130401611,6.40749979019165,,,,7.400356769561768,6.25,,,,7.574285984039307,6.36299991607666,,,,608154400,199412000,,,
2010-01-22,5.957552433013916,6.071499824523926,,,,7.0625,6.071499824523926,,,,7.410714149475098,6.383500099182129,,,,7.041429042816162,6.038000106811523,,,,7.385000228881836,6.28000020980835,,,,881767600,231378000,,,
2010-01-25,6.117825984954834,6.015500068664551,,,,7.252500057220459,6.015500068664551,,,,7.310713768005371,6.113999843597412,,,,7.1496429443359375,5.906000137329102,,,,7.232500076293945,6.105000019073486,,,,1065699600,240478000,,,
2010-01-26,6.204288482666016,5.973999977111816,,,,7.355000019073486,5.973999977111816,,,,7.632500171661377,6.14900016784668,,,,7.235000133514404,5.953000068664551,,,,7.3553571701049805,6.0279998779296875,,,,1867110000,191180000,,,
2010-01-27,6.262736797332764,6.137499809265137,,,,7.424285888671875,6.137499809265137,,,,7.520713806152344,6.166500091552734,,,,7.126070976257324,5.940000057220459,,,,7.387499809265137,6.051499843597412,,,,1722568400,295306000,,,
2010-01-28,6.00394868850708,6.301499843597412,,,,7.117499828338623,6.301499843597412,,,,7.339285850524902,6.360000133514404,,,,7.096428871154785,6.139999866485596,,,,7.318929195404053,6.221499919891357,,,,1173502400,545862000,,,
2010-01-29,5.786131858825684,6.270500183105469,,,,6.859285831451416,6.270500183105469,,,,7.221428871154785,6.59250020980835,,,,6.794642925262451,6.206999778747559,,,,7.181428909301758,6.488500118255615,,,,1245952400,589426000,,,
2010-02-01,5.866569519042969,5.94350004196167,,,,6.9546427726745605,5.94350004196167,,,,7.0,6.243000030517578,,,,6.8321428298950195,5.690999984741211,,,,6.870357036590576,6.158999919891357,,,,749876400,755488000,,,
2010-02-02,5.900613307952881,5.906000137329102,,,,6.994999885559082,5.906000137329102,,,,7.0114288330078125,5.948999881744385,,,,6.906428813934326,5.71999979019165,,,,6.996786117553711,5.939499855041504,,,,698342400,461594000,,,
2010-02-03,6.002138614654541,5.954999923706055,,,,7.115356922149658,5.954999923706055,,,,7.150000095367432,5.980500221252441,,,,6.943571090698242,5.828000068664551,,,,6.9703569412231445,5.855999946594238,,,,615328000,248118000,,,
2010-02-04,5.785831451416016,5.796999931335449,,,,6.85892915725708,5.796999931335449,,,,7.0846428871154785,6.016499996185303,,,,6.841785907745361,5.7870001792907715,,,,7.026071071624756,5.932000160217285,,,,757652000,255680000,,,
2010-02-05,5.888561725616455,5.869500160217285,,,,6.980713844299316,5.869500160217285,,,,7.0,5.882500171661377,,,,6.816071033477783,5.704999923706055,,,,6.879642963409424,5.794000148773193,,,,850306800,220496000,,,
2010-02-08,5.848193168640137,5.8414998054504395,,,,6.932857036590576,5.8414998054504395,,,,7.067142963409424,6.050000190734863,,,,6.9285712242126465,5.828000068664551,,,,6.98892879486084,5.968999862670898,,,,478270800,197804000,,,
2010-02-09,5.910554885864258,5.901500225067139,,,,7.006785869598389,5.901500225067139,,,,7.0535712242126465,5.954500198364258,,,,6.955357074737549,5.849999904632568,,,,7.014999866485596,5.909999847412109,,,,632886800,184460000,,,
2010-02-10,5.87831974029541,5.868000030517578,,,,6.968571186065674,5.868000030517578,,,,7.021429061889648,5.930500030517578,,,,6.937857151031494,5.800000190734863,,,,6.996070861816406,5.900000095367432,,,,370361600,124664000,,,
2010-02-11,5.985269546508789,6.004499912261963,,,,7.0953569412231445,6.004499912261963,,,,7.1339287757873535,6.020999908447266,,,,6.930714130401611,5.824999809265137,,,,6.960000038146973,5.860499858856201,,,,550345600,166870000,,,
2010-02-12,6.036784648895264,5.982999801635742,,,,7.156428813934326,5.982999801635742,,,,7.2014288902282715,5.997000217437744,,,,6.982142925262451,5.875,,,,7.075356960296631,5.94950008392334,,,,655468800,161470000,,,
2010-02-16,6.1277666091918945,5.876500129699707,,,,7.264286041259766,5.876500129699707,,,,7.2746429443359375,6.025000095367432,,,,7.197143077850342,5.859000205993652,,,,7.2121429443359375,6.002999782562256,,,,543737600,178654000,,,
2010-02-17,6.10215950012207,5.815499782562256,,,,7.23392915725708,5.815499782562256,,,,7.296785831451416,5.856500148773193,,,,7.1735711097717285,5.777500152587891,,,,7.292500019073486,5.853499889373779,,,,436396800,178896000,,,
2010-02-18,6.1136064529418945,5.9039998054504395,,,,7.247499942779541,5.9039998054504395,,,,7.28178596496582,5.92549991607666,,,,7.175714015960693,5.741000175476074,,,,7.201070785522461,5.791999816894531,,,,422825200,196002000,,,
2010-02-19,6.075648784637451,5.875999927520752,,,,7.202499866485596,5.875999927520752,,,,7.257143020629883,5.954500198364258,,,,7.182499885559082,5.849999904632568,,,,7.209286212921143,5.895500183105469,,,,415469600,142312000,,,
2010-02-22,6.037990093231201,5.9004998207092285,,,,7.1578569412231445,5.9004998207092285,,,,7.232142925262451,5.948500156402588,,,,7.11392879486084,5.809000015258789,,,,7.226428985595703,5.868500232696533,,,,390563600,136146000,,,
